POOLID,SIZE,OFFSET,LENGTH
60,0.000748312,0,0.027411848
60,0.011206013,0,0.035966273
60,0.01351253,0,0.036040774
60,0.013575978,0,0.036049539
60,0.022460546,0,0.026706283
60,0.022460546,0,0.02673696
60,0.022460546,0,0.026789549
60,0.022460546,0,0.026811461
60,0.022460546,0,0.026903491
60,0.022460546,0,0.02693855
60,0.022460546,0,0.026973609
60,0.022460546,0,0.026977992
60,0.022460546,0,0.027026198
27,0.02973839,0.750902793,0.004619039
60,0.065620026,0,0.076617321
60,0.065620026,0,0.076634851
60,0.065620026,0,0.076700586
60,0.065620026,0,0.076713734
60,0.065620026,0,0.076713734
60,0.065620026,0,0.076722498
60,0.065620026,0,0.076726881
60,0.065620026,0,0.07676194
60,0.065620026,0,0.076779469
60,0.065620026,0,0.076783852
60,0.065620026,0,0.076796999
60,0.065620026,0,0.076814528
60,0.065620026,0,0.076818911
60,0.065620026,0,0.07683644
60,0.065620026,0,0.076840823
60,0.065620026,0,0.076893412
60,0.065620026,0,0.076893412
60,0.065620026,0,0.076915323
60,0.065620026,0,0.076928471
60,0.065620026,0,0.076928471
60,0.065620026,0,0.076928471
60,0.065620026,0,0.076941618
60,0.065620026,0,0.076959147
60,0.065620026,0,0.076967912
60,0.065620026,0,0.076976677
60,0.065620026,0,0.076985442
60,0.065620026,0,0.077011736
60,0.065620026,0,0.077020501
60,0.065620026,0,0.077020501
60,0.065620026,0,0.077029266
60,0.065620026,0,0.077033648
60,0.065620026,0,0.077042413
60,0.065620026,0,0.077042413
60,0.065620026,0,0.077042413
60,0.065620026,0,0.077068707
60,0.065620026,0,0.077073089
60,0.065620026,0,0.077081854
60,0.065620026,0,0.077090619
60,0.065620026,0,0.077090619
60,0.065620026,0,0.077095001
60,0.065620026,0,0.077095001
60,0.065620026,0,0.077099384
60,0.065620026,0,0.077116913
60,0.065620026,0,0.077121296
60,0.065620026,0,0.077121296
60,0.065620026,0,0.077121296
60,0.065620026,0,0.077121296
60,0.065620026,0,0.077130061
60,0.065620026,0,0.077134443
60,0.065620026,0,0.077134443
60,0.065620026,0,0.077138825
60,0.065620026,0,0.077169502
60,0.065620026,0,0.077169502
60,0.065620026,0,0.077169502
60,0.065620026,0,0.077173884
60,0.065620026,0,0.077178267
60,0.065620026,0,0.077178267
60,0.065620026,0,0.077178267
60,0.065620026,0,0.077182649
60,0.065620026,0,0.077191414
60,0.065620026,0,0.077195796
60,0.065620026,0,0.077204561
60,0.065620026,0,0.077217708
60,0.065620026,0,0.077222091
60,0.065620026,0,0.077222091
60,0.065620026,0,0.077230856
60,0.065620026,0,0.077235238
60,0.065620026,0,0.077235238
60,0.065620026,0,0.077248385
60,0.065620026,0,0.077252767
60,0.065620026,0,0.077265915
60,0.065620026,0,0.077270297
60,0.065620026,0,0.077283444
60,0.065620026,0,0.077292209
60,0.065620026,0,0.077300974
60,0.065620026,0,0.077309739
60,0.065620026,0,0.077318503
60,0.065620026,0,0.077344798
60,0.065620026,0,0.077371092
60,0.065620026,0,0.077379857
60,0.065620026,0,0.077388622
60,0.065620026,0,0.077414916
60,0.065620026,0,0.077445593
60,0.065620026,0,0.077506946
60,0.065620026,0,0.077756742
24,0.072248462,0,0.195323114
24,0.07299864,0,0.197084834
24,0.073024765,0,0.197146188
24,0.073112473,0,0.19735216
24,0.073131134,0,0.197395984
24,0.073138598,0,0.197413514
24,0.073162858,0,0.197470485
24,0.073164724,0,0.197474867
24,0.07317592,0,0.197501161
24,0.073213243,0,0.197588809
24,0.073476365,0,0.198206726
24,0.073534214,0,0.19834258
24,0.073586465,0,0.198465287
24,0.073636851,0,0.198583612
24,0.073713361,0,0.19876329
24,0.073746951,0,0.198842173
24,0.073784274,0,0.19892982
24,0.073804801,0,0.198978027
24,0.073883178,0,0.199162087
60,0.082286288,0,0.001038626
60,0.082286288,0,0.001064921
60,0.082286288,0,0.001086833
60,0.082286288,0,0.001091215
60,0.082286288,0,0.001288423
60,0.082286288,0,0.001319099
60,0.082286288,0,0.001354158
60,0.082286288,0,0.001380453
60,0.082286288,0,0.001428659
60,0.082286288,0,0.001454953
60,0.082286288,0,0.001494395
60,0.082286288,0,0.001498777
60,0.082286288,0,0.001507542
60,0.082286288,0,0.001507542
60,0.082286288,0,0.001511924
60,0.082286288,0,0.001511924
60,0.082286288,0,0.001511924
60,0.082286288,0,0.001525072
60,0.082286288,0,0.001551366
60,0.082286288,0,0.001568896
60,0.082286288,0,0.001573278
60,0.082286288,0,0.001573278
60,0.082286288,0,0.00157766
60,0.082286288,0,0.00157766
60,0.082286288,0,0.001590807
60,0.082286288,0,0.001590807
60,0.082286288,0,0.00159519
60,0.082286288,0,0.001608337
60,0.082286288,0,0.001608337
60,0.082286288,0,0.001612719
60,0.082286288,0,0.001612719
60,0.082286288,0,0.001617102
60,0.082286288,0,0.001647779
60,0.082286288,0,0.001665308
60,0.082286288,0,0.001669691
60,0.082286288,0,0.001674073
60,0.082286288,0,0.001682838
60,0.082286288,0,0.001682838
60,0.082286288,0,0.00168722
60,0.082286288,0,0.00168722
60,0.082286288,0,0.001700367
60,0.082286288,0,0.001700367
60,0.082286288,0,0.00170475
60,0.082286288,0,0.001722279
60,0.082286288,0,0.001726662
60,0.082286288,0,0.001731044
60,0.082286288,0,0.001739809
60,0.082286288,0,0.001739809
60,0.082286288,0,0.001744191
60,0.082286288,0,0.001774868
60,0.082286288,0,0.001792397
60,0.082286288,0,0.001814309
60,0.082286288,0,0.001818692
60,0.082286288,0,0.001823074
60,0.082286288,0,0.001827457
60,0.082286288,0,0.001827457
60,0.082286288,0,0.001831839
60,0.082286288,0,0.001849368
60,0.082286288,0,0.001862516
60,0.082286288,0,0.001866898
60,0.082286288,0,0.001875663
60,0.082286288,0,0.001880045
60,0.082286288,0,0.00188881
60,0.082286288,0,0.00188881
60,0.082286288,0,0.00188881
60,0.082286288,0,0.001893192
60,0.082286288,0,0.001897575
60,0.082286288,0,0.001897575
60,0.082286288,0,0.001901957
60,0.082286288,0,0.00190634
60,0.082286288,0,0.00190634
60,0.082286288,0,0.001915104
60,0.082286288,0,0.001915104
60,0.082286288,0,0.001919487
60,0.082286288,0,0.001919487
60,0.082286288,0,0.001919487
60,0.082286288,0,0.001923869
60,0.082286288,0,0.001923869
60,0.082286288,0,0.001923869
60,0.082286288,0,0.001928252
60,0.082286288,0,0.001932634
60,0.082286288,0,0.001937016
60,0.082286288,0,0.001937016
60,0.082286288,0,0.001941399
60,0.082286288,0,0.001941399
60,0.082286288,0,0.001945781
60,0.082286288,0,0.001954546
60,0.082286288,0,0.001954546
60,0.082286288,0,0.001954546
60,0.082286288,0,0.001958928
60,0.082286288,0,0.001963311
60,0.082286288,0,0.001972075
60,0.082286288,0,0.001976458
60,0.082286288,0,0.00198084
60,0.082286288,0,0.00198084
60,0.082286288,0,0.001989605
60,0.082286288,0,0.00199837
60,0.082286288,0,0.002007135
60,0.082286288,0,0.002007135
60,0.082286288,0,0.002024664
60,0.082286288,0,0.002037811
60,0.082286288,0,0.002042194
60,0.082286288,0,0.002050958
60,0.082286288,0,0.002055341
60,0.082286288,0,0.002059723
60,0.082286288,0,0.002068488
60,0.082286288,0,0.002081635
60,0.082286288,0,0.0020904
60,0.082286288,0,0.0020904
60,0.082286288,0,0.002099165
60,0.082286288,0,0.002103547
60,0.082286288,0,0.002107929
60,0.082286288,0,0.002125459
60,0.082286288,0,0.002125459
60,0.082286288,0,0.002134224
60,0.082286288,0,0.002138606
60,0.082286288,0,0.002142989
60,0.082286288,0,0.002151753
60,0.082286288,0,0.002156136
60,0.082286288,0,0.002156136
60,0.082286288,0,0.002160518
60,0.082286288,0,0.002160518
60,0.082286288,0,0.002169283
60,0.082286288,0,0.002169283
60,0.082286288,0,0.002169283
60,0.082286288,0,0.002169283
60,0.082286288,0,0.002173665
60,0.082286288,0,0.002178048
60,0.082286288,0,0.00218243
60,0.082286288,0,0.00218243
60,0.082286288,0,0.00218243
60,0.082286288,0,0.002186813
60,0.082286288,0,0.002208724
60,0.082286288,0,0.002217489
60,0.082286288,0,0.002217489
60,0.082286288,0,0.002217489
60,0.082286288,0,0.002221872
60,0.082286288,0,0.002226254
60,0.082286288,0,0.002230636
60,0.082286288,0,0.002230636
60,0.082286288,0,0.002230636
60,0.082286288,0,0.002235019
60,0.082286288,0,0.002243784
60,0.082286288,0,0.002243784
60,0.082286288,0,0.002248166
60,0.082286288,0,0.002252548
60,0.082286288,0,0.002252548
60,0.082286288,0,0.002252548
60,0.082286288,0,0.002252548
60,0.082286288,0,0.002252548
60,0.082286288,0,0.002252548
60,0.082286288,0,0.002256931
60,0.082286288,0,0.002270078
60,0.082286288,0,0.002270078
60,0.082286288,0,0.002270078
60,0.082286288,0,0.00227446
60,0.082286288,0,0.00227446
60,0.082286288,0,0.002278843
60,0.082286288,0,0.002287607
60,0.082286288,0,0.002287607
60,0.082286288,0,0.002287607
60,0.082286288,0,0.00229199
60,0.082286288,0,0.00229199
60,0.082286288,0,0.00229199
60,0.082286288,0,0.00229199
60,0.082286288,0,0.002296372
60,0.082286288,0,0.002300755
60,0.082286288,0,0.002305137
60,0.082286288,0,0.002305137
60,0.082286288,0,0.002309519
60,0.082286288,0,0.002313902
60,0.082286288,0,0.002313902
60,0.082286288,0,0.002318284
60,0.082286288,0,0.002318284
60,0.082286288,0,0.002318284
60,0.082286288,0,0.002322667
60,0.082286288,0,0.002322667
60,0.082286288,0,0.002331431
60,0.082286288,0,0.002331431
60,0.082286288,0,0.002331431
60,0.082286288,0,0.002331431
60,0.082286288,0,0.002335814
60,0.082286288,0,0.002335814
60,0.082286288,0,0.002335814
60,0.082286288,0,0.002335814
60,0.082286288,0,0.002344579
60,0.082286288,0,0.002344579
60,0.082286288,0,0.002348961
60,0.082286288,0,0.002353343
60,0.082286288,0,0.002353343
60,0.082286288,0,0.002353343
60,0.082286288,0,0.002357726
60,0.082286288,0,0.002362108
60,0.082286288,0,0.00236649
60,0.082286288,0,0.002370873
60,0.082286288,0,0.002375255
60,0.082286288,0,0.002375255
60,0.082286288,0,0.002375255
60,0.082286288,0,0.002375255
60,0.082286288,0,0.002379638
60,0.082286288,0,0.002379638
60,0.082286288,0,0.00238402
60,0.082286288,0,0.00238402
60,0.082286288,0,0.00238402
60,0.082286288,0,0.00238402
60,0.082286288,0,0.002392785
60,0.082286288,0,0.002392785
60,0.082286288,0,0.002397167
60,0.082286288,0,0.002397167
60,0.082286288,0,0.002405932
60,0.082286288,0,0.002405932
60,0.082286288,0,0.002410314
60,0.082286288,0,0.002414697
60,0.082286288,0,0.002414697
60,0.082286288,0,0.002423462
60,0.082286288,0,0.002423462
60,0.082286288,0,0.002423462
60,0.082286288,0,0.002427844
60,0.082286288,0,0.002427844
60,0.082286288,0,0.002432226
60,0.082286288,0,0.002432226
60,0.082286288,0,0.002436609
60,0.082286288,0,0.002436609
60,0.082286288,0,0.002436609
60,0.082286288,0,0.002436609
60,0.082286288,0,0.002436609
60,0.082286288,0,0.002440991
60,0.082286288,0,0.002440991
60,0.082286288,0,0.002445374
60,0.082286288,0,0.002449756
60,0.082286288,0,0.002449756
60,0.082286288,0,0.002462903
60,0.082286288,0,0.002471668
60,0.082286288,0,0.002471668
60,0.082286288,0,0.00247605
60,0.082286288,0,0.00247605
60,0.082286288,0,0.002480433
60,0.082286288,0,0.002484815
60,0.082286288,0,0.002484815
60,0.082286288,0,0.002484815
60,0.082286288,0,0.002489197
60,0.082286288,0,0.002489197
60,0.082286288,0,0.00249358
60,0.082286288,0,0.002497962
60,0.082286288,0,0.002502345
60,0.082286288,0,0.002502345
60,0.082286288,0,0.002502345
60,0.082286288,0,0.002511109
60,0.082286288,0,0.002515492
60,0.082286288,0,0.002524257
60,0.082286288,0,0.002524257
60,0.082286288,0,0.002524257
60,0.082286288,0,0.002524257
60,0.082286288,0,0.002528639
60,0.082286288,0,0.002528639
60,0.082286288,0,0.002528639
60,0.082286288,0,0.002528639
60,0.082286288,0,0.002537404
60,0.082286288,0,0.002537404
60,0.082286288,0,0.002541786
60,0.082286288,0,0.002541786
60,0.082286288,0,0.002546168
60,0.082286288,0,0.002550551
60,0.082286288,0,0.002554933
60,0.082286288,0,0.002554933
60,0.082286288,0,0.002563698
60,0.082286288,0,0.002572463
60,0.082286288,0,0.002572463
60,0.082286288,0,0.002576845
60,0.082286288,0,0.002576845
60,0.082286288,0,0.002581228
60,0.082286288,0,0.00258561
60,0.082286288,0,0.00258561
60,0.082286288,0,0.002589992
60,0.082286288,0,0.002598757
60,0.082286288,0,0.00260314
60,0.082286288,0,0.002607522
60,0.082286288,0,0.002607522
60,0.082286288,0,0.002607522
60,0.082286288,0,0.002611904
60,0.082286288,0,0.002611904
60,0.082286288,0,0.002611904
60,0.082286288,0,0.002616287
60,0.082286288,0,0.002616287
60,0.082286288,0,0.002616287
60,0.082286288,0,0.002620669
60,0.082286288,0,0.002620669
60,0.082286288,0,0.002625051
60,0.082286288,0,0.002633816
60,0.082286288,0,0.002633816
60,0.082286288,0,0.002638199
60,0.082286288,0,0.002638199
60,0.082286288,0,0.002638199
60,0.082286288,0,0.002638199
60,0.082286288,0,0.002638199
60,0.082286288,0,0.002638199
60,0.082286288,0,0.002646963
60,0.082286288,0,0.002651346
60,0.082286288,0,0.002660111
60,0.082286288,0,0.002664493
60,0.082286288,0,0.002664493
60,0.082286288,0,0.002668875
60,0.082286288,0,0.002668875
60,0.082286288,0,0.002673258
60,0.082286288,0,0.00267764
60,0.082286288,0,0.00267764
60,0.082286288,0,0.002690787
60,0.082286288,0,0.002690787
60,0.082286288,0,0.002690787
60,0.082286288,0,0.00269517
60,0.082286288,0,0.002699552
60,0.082286288,0,0.002703935
60,0.082286288,0,0.002708317
60,0.082286288,0,0.002708317
60,0.082286288,0,0.002708317
60,0.082286288,0,0.002712699
60,0.082286288,0,0.002717082
60,0.082286288,0,0.002717082
60,0.082286288,0,0.002717082
60,0.082286288,0,0.002721464
60,0.082286288,0,0.002725846
60,0.082286288,0,0.002725846
60,0.082286288,0,0.002725846
60,0.082286288,0,0.002725846
60,0.082286288,0,0.002730229
60,0.082286288,0,0.002734611
60,0.082286288,0,0.002734611
60,0.082286288,0,0.002747758
60,0.082286288,0,0.002747758
60,0.082286288,0,0.002752141
60,0.082286288,0,0.002752141
60,0.082286288,0,0.002752141
60,0.082286288,0,0.002752141
60,0.082286288,0,0.002756523
60,0.082286288,0,0.002760906
60,0.082286288,0,0.002765288
60,0.082286288,0,0.002765288
60,0.082286288,0,0.00276967
60,0.082286288,0,0.002774053
60,0.082286288,0,0.002778435
60,0.082286288,0,0.002778435
60,0.082286288,0,0.002782818
60,0.082286288,0,0.0027872
60,0.082286288,0,0.002795965
60,0.082286288,0,0.002804729
60,0.082286288,0,0.002809112
60,0.082286288,0,0.002809112
60,0.082286288,0,0.002809112
60,0.082286288,0,0.002817877
60,0.082286288,0,0.002817877
60,0.082286288,0,0.002822259
60,0.082286288,0,0.002822259
60,0.082286288,0,0.002826641
60,0.082286288,0,0.002826641
60,0.082286288,0,0.002826641
60,0.082286288,0,0.002835406
60,0.082286288,0,0.002835406
60,0.082286288,0,0.002839789
60,0.082286288,0,0.002844171
60,0.082286288,0,0.002848553
60,0.082286288,0,0.002852936
60,0.082286288,0,0.002852936
60,0.082286288,0,0.002852936
60,0.082286288,0,0.002857318
60,0.082286288,0,0.002857318
60,0.082286288,0,0.002861701
60,0.082286288,0,0.002861701
60,0.082286288,0,0.002866083
60,0.082286288,0,0.002866083
60,0.082286288,0,0.002870465
60,0.082286288,0,0.002870465
60,0.082286288,0,0.002874848
60,0.082286288,0,0.002874848
60,0.082286288,0,0.002874848
60,0.082286288,0,0.00287923
60,0.082286288,0,0.00287923
60,0.082286288,0,0.00287923
60,0.082286288,0,0.002883612
60,0.082286288,0,0.002883612
60,0.082286288,0,0.002883612
60,0.082286288,0,0.002887995
60,0.082286288,0,0.002887995
60,0.082286288,0,0.002892377
60,0.082286288,0,0.00289676
60,0.082286288,0,0.00289676
60,0.082286288,0,0.00289676
60,0.082286288,0,0.00289676
60,0.082286288,0,0.002901142
60,0.082286288,0,0.002901142
60,0.082286288,0,0.002901142
60,0.082286288,0,0.002905524
60,0.082286288,0,0.002905524
60,0.082286288,0,0.002914289
60,0.082286288,0,0.002914289
60,0.082286288,0,0.002918672
60,0.082286288,0,0.002918672
60,0.082286288,0,0.002918672
60,0.082286288,0,0.002927436
60,0.082286288,0,0.002927436
60,0.082286288,0,0.002927436
60,0.082286288,0,0.002931819
60,0.082286288,0,0.002931819
60,0.082286288,0,0.002931819
60,0.082286288,0,0.002931819
60,0.082286288,0,0.002936201
60,0.082286288,0,0.002940584
60,0.082286288,0,0.002944966
60,0.082286288,0,0.002944966
60,0.082286288,0,0.002949348
60,0.082286288,0,0.002949348
60,0.082286288,0,0.002953731
60,0.082286288,0,0.002953731
60,0.082286288,0,0.00297126
60,0.082286288,0,0.00297126
60,0.082286288,0,0.002975643
60,0.082286288,0,0.002975643
60,0.082286288,0,0.002975643
60,0.082286288,0,0.002980025
60,0.082286288,0,0.002993172
60,0.082286288,0,0.002993172
60,0.082286288,0,0.002997555
60,0.082286288,0,0.003010702
60,0.082286288,0,0.003010702
60,0.082286288,0,0.003019467
60,0.082286288,0,0.003019467
60,0.082286288,0,0.003023849
60,0.082286288,0,0.003028231
60,0.082286288,0,0.003032614
60,0.082286288,0,0.003036996
60,0.082286288,0,0.003041379
60,0.082286288,0,0.003045761
60,0.082286288,0,0.003050143
60,0.082286288,0,0.00306329
60,0.082286288,0,0.00306329
60,0.082286288,0,0.003067673
60,0.082286288,0,0.003067673
60,0.082286288,0,0.003072055
60,0.082286288,0,0.003072055
60,0.082286288,0,0.003076438
60,0.082286288,0,0.003089585
60,0.082286288,0,0.003093967
60,0.082286288,0,0.00309835
60,0.082286288,0,0.00309835
60,0.082286288,0,0.00309835
60,0.082286288,0,0.003102732
60,0.082286288,0,0.003107114
60,0.082286288,0,0.003120262
60,0.082286288,0,0.003124644
60,0.082286288,0,0.003133409
60,0.082286288,0,0.003142173
60,0.082286288,0,0.003142173
60,0.082286288,0,0.003146556
60,0.082286288,0,0.003150938
60,0.082286288,0,0.003155321
60,0.082286288,0,0.003159703
60,0.082286288,0,0.003164085
60,0.082286288,0,0.003168468
60,0.082286288,0,0.003168468
60,0.082286288,0,0.00317285
60,0.082286288,0,0.003177233
60,0.082286288,0,0.003177233
60,0.082286288,0,0.003177233
60,0.082286288,0,0.003185997
60,0.082286288,0,0.00319038
60,0.082286288,0,0.003194762
60,0.082286288,0,0.003194762
60,0.082286288,0,0.003199145
60,0.082286288,0,0.003207909
60,0.082286288,0,0.003212292
60,0.082286288,0,0.003216674
60,0.082286288,0,0.003225439
60,0.082286288,0,0.003234204
60,0.082286288,0,0.003234204
60,0.082286288,0,0.003251733
60,0.082286288,0,0.003278028
60,0.082286288,0,0.003278028
60,0.082286288,0,0.003291175
60,0.082286288,0,0.003326234
60,0.082286288,0,0.003326234
60,0.082286288,0,0.003339381
60,0.082286288,0,0.003343763
60,0.082286288,0,0.003348146
60,0.082286288,0,0.003348146
60,0.082286288,0,0.003370058
60,0.082286288,0,0.003383205
60,0.082286288,0,0.003383205
60,0.082286288,0,0.00339197
60,0.082286288,0,0.003435794
60,0.082286288,0,0.003440176
60,0.082286288,0,0.003453323
60,0.082286288,0,0.003457706
60,0.082286288,0,0.00346647
60,0.082286288,0,0.003484
60,0.082286288,0,0.003484
60,0.082286288,0,0.003540971
60,0.082286288,0,0.003580412
60,0.082286288,0,0.003615472
60,0.082286288,0,0.003659295
60,0.082286288,0,0.003711884
60,0.082286288,0,0.003720649
60,0.082286288,0,0.003733796
60,0.082286288,0,0.003755708
60,0.082286288,0,0.003764473
60,0.082286288,0,0.00377762
60,0.082286288,0,0.015198128
60,0.082286288,0,0.015250717
60,0.082286288,0,0.015570631
60,0.082286288,0,0.015929987
60,0.082286288,0,0.016043929
60,0.082286288,0,0.01659611
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
24,0.082286288,0,0.218895988
